id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
29919564,Appartamento Tiarini 7 by Wonderful Italy,Navile,Entire home/apt,164,1,8,19/09/2019,0.25,257,"44.508442,11.345242"
29919617,"Ludovico de Varthema, Bologna",Porto - Saragozza,Entire home/apt,96,1,1,09/08/2020,0.09,67,"44.49241,11.33466"
29939726,Ca' Loris - anima verde,Navile,Private room,37,2,27,09/07/2019,0.84,172,"44.52744,11.36173"
30001922,casa Roberta e Gilberto,Borgo Panigale - Reno,Entire home/apt,40,1,108,12/05/2019,3.34,293,"44.48913,11.2973"
30011618,Mentana's guest house bologna centro storico,Santo Stefano,Entire home/apt,70,2,92,14/01/2020,2.87,139,"44.4987,11.34694"
30056994,Falegnami Suites - One Bedroom Apartment,Porto - Saragozza,Entire home/apt,85,1,10,03/10/2019,0.36,92,"44.49901,11.34271"
30059807,B&B Casa Ilaria- Camera Blu,Santo Stefano,Hotel room,105,2,0,,,192,"44.49666,11.34922"
30063254,Falegnami Suites - Deluxe Split Level,Porto - Saragozza,Entire home/apt,78,1,28,05/08/2020,0.91,136,"44.49901,11.34271"
30064657,Falegnami Suites - Attic with Terrace,Porto - Saragozza,Entire home/apt,89,1,21,12/10/2020,0.7,123,"44.49901,11.34271"
30098849,Santo Stefano Apartments - Attic with Terrace,Santo Stefano,Entire home/apt,91,1,16,30/06/2021,0.71,186,"44.48742,11.35306"
30127884,BILOCALE A 5 MINUTI DAL CENTRO STORICO,San Donato - San Vitale,Entire home/apt,94,1,11,26/09/2020,0.34,173,"44.5044,11.3717"
30153253,Bilocale Irnerio,Santo Stefano,Entire home/apt,80,2,0,,,173,"44.49945,11.35172"
30204332,1.La Dotta apartments I Bologna Centro-Via Marconi,Porto - Saragozza,Entire home/apt,61,1,22,27/02/2020,0.7,37,"44.49617,11.33698"
30243340,Delightful Carbonesi || The Place Bo Apartments,Porto - Saragozza,Entire home/apt,87,2,7,10/11/2019,0.23,19,"44.4915,11.34147"
30265026,Cosy Apartment in Bologna,Navile,Entire home/apt,45,3,3,30/09/2020,0.1,67,"44.5149,11.33807"
30265645,La corte del Poeta,San Donato - San Vitale,Entire home/apt,94,2,0,,,27,"44.52425,11.41017"
30292358,Usodimare apartment: spazioso e con parcheggio,Navile,Entire home/apt,69,6,7,01/12/2019,0.33,284,"44.51804,11.32556"
30336560,Appartamento Centrale,Porto - Saragozza,Entire home/apt,61,2,92,27/11/2020,2.99,352,"44.49557,11.33099"
30422937,"S.Felice Street, Moderno appartamento in centro",Porto - Saragozza,Entire home/apt,70,3,13,29/08/2019,0.41,349,"44.49931,11.3282"
30468812,Bologna Stazione Fiera / Station Fair,Navile,Entire home/apt,50,2,63,25/10/2020,2.29,41,"44.50568,11.35423"
30492021,La Fenice A.C. Camera matrimoniale,San Donato - San Vitale,Private room,72,1,4,24/08/2019,0.14,83,"44.49764,11.36227"
30517323,La Fenice A.C. Camera Doppia,San Donato - San Vitale,Private room,70,1,1,09/12/2018,0.03,84,"44.49764,11.36227"
30729418,Comfortable apartment in the centre of Bologna,Porto - Saragozza,Entire home/apt,90,2,82,17/01/2020,2.7,284,"44.49028,11.33636"
30734396,B.B.HOME,Santo Stefano,Entire home/apt,100,1,24,10/06/2019,0.85,3,"44.49939,11.34512"
30756717,Realkasa Canonica Apartment,Santo Stefano,Entire home/apt,77,3,44,21/12/2019,1.43,172,"44.4954,11.34693"
30787074,Double room with private entrance and bathroom!,Santo Stefano,Entire home/apt,63,2,14,01/07/2019,0.5,178,"44.4885,11.35642"
30852913,Camera matrimoniale a due passi dalla Fiera,San Donato - San Vitale,Private room,40,1,11,14/04/2019,0.36,129,"44.50673,11.35884"
30929000,"Acquaderni 109, right in the heart of the city",Santo Stefano,Entire home/apt,83,3,30,18/09/2019,0.96,289,"44.49518,11.3459"
31019456,Modern Aparthotel near Bologna Centrale - room 1,Santo Stefano,Private room,220,1,1,29/12/2019,0.05,116,"44.50322,11.34865"
31051885,Ampio appartamento piano alto,Porto - Saragozza,Entire home/apt,54,2,2,28/01/2019,0.07,150,"44.50358,11.33455"
31061174,Nice room near to the down town(women or cople),Navile,Private room,17,1,28,25/09/2019,0.91,0,"44.51323,11.34029"
31116213,8 Millimetri,Santo Stefano,Entire home/apt,65,2,62,15/10/2019,2.02,119,"44.49556,11.34846"
31168061,B&B JOIS a Bologna Camera Matrimoniale,Navile,Private room,51,1,2,31/03/2019,0.07,23,"44.5211,11.31371"
31248044,Charme & vintage vicino al centro e all'ospedale.,Porto - Saragozza,Private room,25,1,14,23/06/2019,0.48,165,"44.50262,11.30909"
31300337,Casita Linda,Santo Stefano,Entire home/apt,53,1,40,16/11/2020,1.41,112,"44.48707,11.34227"
31356100,Sant’Apollonia 6,Santo Stefano,Entire home/apt,107,3,1,12/02/2019,0.03,177,"44.49488,11.3542"
31368815,New and cozy flat in Via Mascarella,Santo Stefano,Entire home/apt,67,1,4,21/05/2019,0.16,356,"44.49905,11.34973"
31373909,"""Affresco & Arte"" a due passi da Piazza Maggiore",Santo Stefano,Entire home/apt,130,2,1,18/03/2019,0.04,180,"44.48819,11.34081"
31425103,NEW White Loft! In the Shadow of the Two Towers x2,Santo Stefano,Entire home/apt,94,2,59,25/02/2020,2.04,341,"44.49057,11.34654"
31666648,Charming renovated room set in the ancient city 10,Santo Stefano,Private room,87,1,1,07/02/2021,0.19,122,"44.4939,11.34581"
31679224,"Sant’ Orsola Bologna garden view, 4 persons,  Wifi",San Donato - San Vitale,Entire home/apt,39,2,10,16/10/2020,0.37,9,"44.49317,11.36659"
31681565,lucy's home,Santo Stefano,Entire home/apt,65,2,8,03/11/2019,0.29,29,"44.4892,11.35452"
31788612,"Stanza con bagno in comune, Bologna",Porto - Saragozza,Private room,49,1,24,08/06/2019,0.9,45,"44.49125,11.33422"
31849378,"UGO BASSI APARTMENTS - Appartamento ""I Tetti""",Porto - Saragozza,Entire home/apt,58,1,5,10/03/2019,0.17,245,"44.49566,11.33852"
31874771,Old Center Station,Porto - Saragozza,Entire home/apt,38,2,27,09/05/2021,1.17,215,"44.5033,11.34266"
31913961,Open space San Francesco,Porto - Saragozza,Entire home/apt,76,2,20,24/09/2019,0.71,142,"44.49606,11.33542"
31924103,"A casa di Bianca, camera Leo",Savena,Private room,30,7,6,04/11/2020,0.21,62,"44.46333,11.37127"
31979012,Green Kharkov || The Place Apartments,San Donato - San Vitale,Entire home/apt,120,2,17,27/10/2019,0.63,0,"44.50712,11.37838"
31979755,Marylin || The Place Apartments,Santo Stefano,Private room,153,2,3,20/09/2019,0.11,0,"44.49215,11.3515"
31981040,Panda's House,Santo Stefano,Entire home/apt,40,2,71,26/12/2019,2.49,0,"44.47432,11.37057"
32105407,Amazing Bologna,Navile,Entire home/apt,58,1,7,10/09/2019,0.26,0,"44.53575,11.35024"
32125014,Quiet House,San Donato - San Vitale,Entire home/apt,44,3,132,22/07/2020,4.48,72,"44.50543,11.35608"
32125409,Tourist House a 2 passi da Piazza Maggiore,Santo Stefano,Entire home/apt,63,1,4,23/06/2021,0.31,141,"44.4953,11.34387"
32126804,Light House Apartment- Bologna,Santo Stefano,Entire home/apt,50,2,19,29/08/2020,0.66,115,"44.4986,11.34669"
32203093,Flatinbo Apartments - Galliera,Porto - Saragozza,Private room,2000,2,22,03/12/2019,0.76,0,"44.49956,11.34244"
32206256,Dreaming Bologna Apartment! Near Piazza Maggiore,Santo Stefano,Entire home/apt,73,2,28,04/01/2020,1.21,178,"44.49376,11.34426"
32213737,"Bologna Holiday Inn, il tuo spazio a Bologna",Santo Stefano,Entire home/apt,93,2,26,14/12/2019,0.93,287,"44.50413,11.35186"
32250672,Appartamento Porta Santo Stefano,Santo Stefano,Entire home/apt,113,3,25,28/10/2019,0.86,0,"44.48355,11.35932"
32326686,Bologna Old Artist Garage,Santo Stefano,Entire home/apt,44,28,11,16/10/2020,0.38,103,"44.4746,11.37211"
32328505,camera singola/doppia con bagno interno,Borgo Panigale - Reno,Private room,45,1,32,24/06/2019,1.13,40,"44.51891,11.29802"
32336212,Bologna Fair luxury + Free garage,Navile,Entire home/apt,80,5,26,15/09/2019,0.92,40,"44.50985,11.3552"
32362865,Realkasa Jungle Flat,Porto - Saragozza,Entire home/apt,81,3,23,25/05/2019,0.84,152,"44.49711,11.3367"
32377858,Casa Gaia,Santo Stefano,Entire home/apt,43,2,12,08/04/2019,0.45,0,"44.48296,11.36904"
32382398,IL VECCHIO NOCE  con parcheggio in giardino,Porto - Saragozza,Entire home/apt,80,2,15,16/08/2020,0.58,272,"44.49156,11.32849"
32398919,Camera con vista,San Donato - San Vitale,Private room,30,1,27,15/05/2019,0.94,117,"44.4912,11.39035"
32399502,B&B Bilocale 1 Attico Galliera,Santo Stefano,Entire home/apt,75,1,57,11/07/2020,1.97,268,"44.50133,11.34467"
32400079,B&B Monolocale 2 Attico Galliera,Porto - Saragozza,Entire home/apt,51,1,43,22/12/2019,1.58,257,"44.5012,11.34243"
32400113,B&B monolocale 3 Attico Galliera,Santo Stefano,Entire home/apt,49,1,88,08/10/2019,3.07,248,"44.50102,11.34444"
32402273,Stanza con balcone,Savena,Private room,25,1,17,09/08/2020,0.78,301,"44.48585,11.38717"
32420732,Richard & Grace Studio,San Donato - San Vitale,Entire home/apt,75,2,19,15/03/2020,0.69,0,"44.50634,11.35795"
32436384,Tamb&b1,Santo Stefano,Private room,34,2,11,05/10/2020,0.39,311,"44.48636,11.36102"
32437864,"Casa Acquaderni, ai piedi delle Due Torri",Santo Stefano,Entire home/apt,90,3,48,22/09/2019,1.67,37,"44.49419,11.34707"
32457424,Realkasa Hygge Flat,Porto - Saragozza,Entire home/apt,74,3,23,29/08/2019,0.83,130,"44.49694,11.33785"
32542194,"De' Fusari, Bologna",Santo Stefano,Entire home/apt,107,1,9,15/03/2019,0.32,75,"44.49225,11.34227"
32543494,Beautiful double room in front of FIERA DISTRICT,San Donato - San Vitale,Private room,26,2,43,06/01/2020,1.54,0,"44.50639,11.36484"
32544899,Casa Casò Guest House,Santo Stefano,Entire home/apt,79,1,13,07/02/2020,0.47,84,"44.48309,11.37144"
32547539,SessantaSei,Santo Stefano,Entire home/apt,150,2,38,24/05/2021,1.39,256,"44.48863,11.3528"
32580331,TRILOCALE CON PARCHEGGIO GRATUITO,San Donato - San Vitale,Entire home/apt,90,1,7,23/04/2019,0.26,43,"44.50656,11.37183"
32588129,Mughetto,Navile,Private room,60,1,1,21/03/2019,0.04,0,"44.51151,11.34461"
32598719,Shabby Room flat/station/center,Navile,Private room,29,1,80,25/08/2019,2.82,0,"44.5088,11.35016"
32605830,Casa di Cicci,Navile,Entire home/apt,47,1,11,26/01/2020,0.49,261,"44.51302,11.34866"
32622212,"UGO BASSI APARTMENTS - Appartamento ""Garisenda""",Porto - Saragozza,Entire home/apt,74,1,4,15/01/2020,0.15,290,"44.49566,11.33852"
32630682,il girasole N 3,Navile,Entire home/apt,75,1,1,30/05/2021,0.68,365,"44.50639,11.35385"
32639362,B&B Selvarossa - Standard Double room,Savena,Private room,51,1,19,23/08/2019,0.68,132,"44.4656,11.37967"
32651804,"Nice 2bdr apartment, near Bologna Fair 82795",San Donato - San Vitale,Entire home/apt,36,1,0,,,1,"44.49952,11.37022"
32731120,Garden Loft,Santo Stefano,Entire home/apt,866,1,39,18/08/2019,1.38,28,"44.49898,11.35098"
32733275,Fontana del Nettuno Apartment! Piazza Maggiore x4,Santo Stefano,Entire home/apt,80,2,53,23/01/2020,1.91,39,"44.49411,11.34485"
32735061,L'appartamentino,Savena,Entire home/apt,58,1,1,02/05/2021,0.42,301,"44.47743,11.3878"
32744593,"Galluzzi Suite, in the heart of the city",Santo Stefano,Entire home/apt,80,2,20,15/10/2019,0.71,40,"44.49315,11.34256"
32745999,Exotic Room flat/station/center,Navile,Private room,29,1,64,30/08/2019,2.3,0,"44.50713,11.35056"
32752565,Borgo Pietralata,Porto - Saragozza,Entire home/apt,52,1,11,22/08/2019,0.41,124,"44.49401,11.33123"
32801398,Private Room between Bologna Fiera & University,San Donato - San Vitale,Private room,50,2,6,27/09/2019,0.22,0,"44.50102,11.36253"
32825515,Garden Loft 2,Santo Stefano,Entire home/apt,866,1,16,17/05/2019,0.6,28,"44.499,11.35073"
32836765,Tilia 3 - The Suite,Santo Stefano,Entire home/apt,77,1,8,24/05/2019,0.28,268,"44.48801,11.34721"
32842485,LA CASA DEL BORGO,Borgo Panigale - Reno,Entire home/apt,80,1,10,19/05/2019,0.35,0,"44.51858,11.27038"
32867577,LaCasaBianca,Navile,Entire home/apt,100,1,2,24/09/2019,0.07,89,"44.54239,11.357"
32886164,Tilia 4 - Business,Santo Stefano,Entire home/apt,64,1,4,31/05/2019,0.14,246,"44.48856,11.34761"
32891767,10 min by bus from the Fiera di Bologna apartment,Navile,Entire home/apt,320,2,2,28/09/2019,0.07,0,"44.51313,11.34453"
32909239,Maggiore Residence - Elegant & Modern Apartment,Porto - Saragozza,Entire home/apt,66,2,5,30/04/2021,0.18,211,"44.50323,11.31508"
32920469,"CAMERA ""LA DORMIENTE"" L'ANTENNA BED AND BREAKFAST",Santo Stefano,Hotel room,65,1,14,02/06/2019,0.5,109,"44.49998,11.35222"
32927281,"CAMERA ""LADY GREEN"" L'ANTENNA  BED AND BREAKFAST",Santo Stefano,Hotel room,75,1,6,15/10/2020,0.21,0,"44.5015,11.35189"
32927392,Sweet Apartment Bianchini,Porto - Saragozza,Entire home/apt,40,1,14,25/09/2020,0.58,75,"44.49552,11.31721"
32930187,Camera singola per una o due persone,Porto - Saragozza,Private room,25,1,37,12/05/2019,1.31,84,"44.49935,11.31918"
32947748,Central OPENSPACE:sleep facing SanLuca(ViaMarconi),Porto - Saragozza,Entire home/apt,72,2,21,22/04/2019,0.94,253,"44.49749,11.3376"
32978239,Tra stazione e Fiera,Navile,Entire home/apt,50,1,0,,,196,"44.51432,11.34428"
32997463,"CAMERA ""LA COLOMBA"" L'ANTENNA BED AND BREAKFAST",Santo Stefano,Hotel room,70,1,7,17/10/2019,0.25,67,"44.5015,11.35189"
33003117,"Central ATTIC: ""Casa Felice"" (Via San Felice)",Porto - Saragozza,Entire home/apt,72,2,36,13/05/2019,1.28,283,"44.49631,11.33299"
33012229,Letto a castello con 2 posti letto,Porto - Saragozza,Shared room,15,1,27,03/11/2019,0.98,84,"44.49947,11.31902"
33013144,Camera doppia con 2 letti singoli,Porto - Saragozza,Shared room,17,1,16,06/10/2020,0.61,82,"44.49865,11.31944"
33035488,CasaeFFe,Savena,Entire home/apt,70,3,6,04/01/2020,0.23,152,"44.46922,11.38725"
33073340,MyReno House.Next to Airport.,Borgo Panigale - Reno,Entire home/apt,45,2,4,13/10/2019,0.14,13,"44.51451,11.29274"
33130070,THE GRAFFITI ROOM - Old Town View,Santo Stefano,Private room,80,3,0,,,364,"44.49198,11.34937"
33154243,Carlotta Station Suite,Porto - Saragozza,Entire home/apt,89,1,18,29/06/2019,0.64,13,"44.50339,11.33972"
33182010,APARTHOTEL SANT'ORSOLA - Appartamento Deluxe,San Donato - San Vitale,Entire home/apt,81,1,1,01/04/2019,0.04,174,"44.49592,11.3731"
33335346,GUERRAZZI HOME,Santo Stefano,Entire home/apt,89,2,22,24/02/2020,0.83,0,"44.49158,11.35068"
33361802,"Cozy, Sweet, Bolognese2!",San Donato - San Vitale,Entire home/apt,75,2,37,27/09/2020,1.33,36,"44.49986,11.35867"
33523795,"Close to train station, fiera and major square",Santo Stefano,Private room,35,1,58,16/10/2019,2.12,49,"44.50239,11.35148"
33540292,Bentivogliosuites2. Con Terrazzo in centro storico,Santo Stefano,Private room,115,2,1,14/04/2019,0.04,364,"44.49657,11.34885"
33543864,"Le porte, ELEGANT AND BRIGHT in a special location",Santo Stefano,Entire home/apt,147,3,0,,,191,"44.49475,11.34644"
33658855,Apartment 110mq in Strada Maggiore 51 (8pax),Santo Stefano,Entire home/apt,110,2,16,02/02/2020,0.62,0,"44.49002,11.3552"
33684432,"""Le Palme""",Porto - Saragozza,Entire home/apt,74,1,25,19/08/2020,1.03,317,"44.49069,11.33763"
33685461,Confortevole camera matrimoniale con bagno privato,Navile,Private room,60,2,12,26/09/2019,0.45,133,"44.52794,11.36194"
33796316,"Welcome Flat: City, Station & Fair",Navile,Entire home/apt,80,2,4,28/09/2019,0.18,143,"44.51492,11.35128"
33798349,Appartamento Sophia,Santo Stefano,Private room,30,1,33,16/02/2020,1.23,265,"44.48133,11.3745"
33802100,Room “Par tòt” style MUSIC in Strada Maggiore,Santo Stefano,Private room,37,2,32,08/07/2019,1.23,0,"44.49006,11.35395"
33902773,Stanza ristrutturata vicino stazione e fiera,Navile,Private room,25,60,33,13/09/2019,1.23,362,"44.51432,11.34317"
33903435,Mr. ALTO Studio: il soggiorno nel cuore di Bologna,Santo Stefano,Entire home/apt,60,2,20,06/10/2019,0.76,83,"44.49673,11.34516"
33928328,"V. Ranocchi 1, the Quadrilatero ancient tradition",Santo Stefano,Entire home/apt,103,2,42,31/05/2021,1.58,116,"44.49334,11.34552"
