id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
12701472,TESSITORI FLAT / CITY CENTER,Porto - Saragozza,Entire home/apt,45,2,136,16/09/2019,2.18,225,"44.49017,11.33671"
12851998,Quiet and colored bedroom,San Donato - San Vitale,Private room,26,1,2,22/05/2016,0.03,361,"44.50739,11.35981"
12898176,Le Grenier,Santo Stefano,Entire home/apt,76,1,30,27/12/2019,0.54,34,"44.49037,11.34763"
12981732,sunny apartament near station,Navile,Entire home/apt,27,30,5,30/11/2017,0.09,177,"44.52103,11.35904"
12991962,BALDA 2 House (covered and heated pool) Only 4 you,San Donato - San Vitale,Entire home/apt,350,3,16,08/07/2018,0.27,312,"44.52286,11.38894"
12999638,La Lanterna,Porto - Saragozza,Private room,39,1,176,16/09/2018,2.81,17,"44.50458,11.34163"
13233833,elegant and nice view,Santo Stefano,Entire home/apt,100,3,0,,,364,"44.48111,11.34869"
13240675,"elegant , apartment  park view",Santo Stefano,Entire home/apt,85,3,1,10/11/2018,0.03,223,"44.4814,11.34839"
13303480,Ampia stanza in centro a Bologna,Porto - Saragozza,Private room,52,1,3,24/09/2019,0.14,179,"44.49925,11.33827"
13350389,B&b,Porto - Saragozza,Private room,90,3,3,18/03/2019,0.06,83,"44.49747,11.34167"
13408597,Very small flat in the center town,Santo Stefano,Entire home/apt,30,10,11,07/07/2017,0.18,0,"44.49686,11.3481"
13420433,La Lanterna,Porto - Saragozza,Private room,39,1,117,02/10/2018,1.91,35,"44.50372,11.34025"
13515707,Nel centro storico  con bagno privato,Santo Stefano,Private room,29,2,65,12/08/2016,1.06,11,"44.49338,11.35506"
13596334,"The King Suite, with Bathroom, Balcony & a Bit of Japan",Navile,Private room,110,3,18,08/09/2019,0.44,327,"44.509525,11.349916"
13626956,Cosy room in the heart of Bologna,Porto - Saragozza,Private room,75,1,14,30/09/2019,0.42,365,"44.49751,11.33241"
13683281,Delightful attic very central and panoramic,Santo Stefano,Entire home/apt,65,2,104,02/03/2020,1.76,133,"44.49238,11.35105"
13691370,Loft in the historical center,Santo Stefano,Entire home/apt,56,2,1,01/01/2017,0.02,89,"44.48935,11.35587"
13831687,Appartamento DUCATI per 4 persone,Porto - Saragozza,Entire home/apt,200,1,23,21/05/2018,0.39,364,"44.50276,11.30965"
13834466,"Appartamento spazioso, luminoso, semicollinare.",Porto - Saragozza,Private room,120,1,9,26/05/2017,0.15,0,"44.49045,11.3105"
13890587,THE GATEWAY -in the historical city center,Porto - Saragozza,Entire home/apt,70,6,20,26/02/2020,0.35,0,"44.50267,11.33999"
14022654,Casa Ferrari. Your travel hub in Bologna!,Santo Stefano,Entire home/apt,80,8,63,04/06/2019,1.05,166,"44.50388,11.35044"
14147831,Stanza a 10 min dalle due torri,Santo Stefano,Private room,24,1,5,11/11/2018,0.13,365,"44.4848,11.37005"
14159627,THE GATEWAY -all the comfort in central bologna,Porto - Saragozza,Entire home/apt,70,6,10,07/09/2019,0.2,0,"44.50258,11.33993"
14164415,Corner Apartment 3,Navile,Entire home/apt,100,1,33,23/08/2020,0.57,346,"44.51332,11.34464"
14345155,Casa Anna in historic center,Porto - Saragozza,Entire home/apt,63,1,234,17/06/2018,3.9,83,"44.48998,11.33239"
14491747,Strategic area charming apartment,Santo Stefano,Entire home/apt,170,2,0,,,364,"44.48753,11.33054"
14601067,Camera matrimoniale zona stazione/fiera,Navile,Private room,35,2,84,26/05/2018,1.53,99,"44.51469,11.35364"
14609321,Arioso loft industriale situato in un ex monastero,Santo Stefano,Entire home/apt,95,2,94,23/12/2019,1.8,0,"44.48864,11.34818"
14622141,Camera doppia zona Saragozza,Porto - Saragozza,Private room,52,3,4,20/04/2018,0.14,364,"44.48843,11.31975"
14680826,Elegante trilocale in zona Saffi / Andrea Costa,Porto - Saragozza,Entire home/apt,55,2,177,07/06/2019,3.02,3,"44.49659,11.31969"
14724118,Beautiful two storey flat in Bologn,Santo Stefano,Entire home/apt,150,2,1,19/06/2019,0.04,364,"44.487,11.33107"
14724122,Elegant and charming apartment,Santo Stefano,Entire home/apt,110,3,2,27/09/2018,0.05,364,"44.48744,11.33085"
14803845,Little  attic in the heart of Bologna,Santo Stefano,Entire home/apt,35,1,82,01/01/2020,1.44,0,"44.48729,11.34186"
14867940,Appartamento  di fronte ad Ospedale Sant'Orsola,San Donato - San Vitale,Entire home/apt,53,3,16,03/05/2017,0.28,4,"44.49298,11.35772"
14913961,Beautiful apartment near the center and the Fiera,Borgo Panigale - Reno,Entire home/apt,100,1,2,27/09/2016,0.03,39,"44.49362,11.29848"
14927761,MONOLOCALE  FIERA/CENTRO self check-in,San Donato - San Vitale,Entire home/apt,46,1,69,23/02/2020,1.17,0,"44.50717,11.35754"
14940981,The Artistic Loft near BolognaFiere,Navile,Entire home/apt,185,1,14,04/01/2020,0.24,359,"44.50842,11.35483"
14947984,Cozy Borgo's Home ❤️,Santo Stefano,Entire home/apt,71,1,27,07/01/2018,0.47,179,"44.49866,11.34891"
15056343,"Casa ""Tarta""",Borgo Panigale - Reno,Entire home/apt,65,2,4,12/12/2016,0.07,156,"44.49284,11.29579"
15069502,Modern Aparthotel near Bologna Centrale - room 6,Navile,Private room,80,1,4,02/01/2018,0.07,116,"44.50542,11.34901"
15097788,Modern Aparthotel near Bologna Centrale - room 2,Santo Stefano,Private room,80,1,3,26/10/2016,0.05,365,"44.50358,11.34846"
15147932,Warm and elegant apartment,Santo Stefano,Entire home/apt,90,3,1,09/05/2017,0.02,100,"44.47478,11.36876"
15156831,"Charming and quiet loft, 5 mins from Two Towers",Santo Stefano,Entire home/apt,80,1,410,26/02/2020,7.02,0,"44.48847,11.3549"
15247653,LUNHOUSE ❤ nel cuore di Bologna,Santo Stefano,Private room,32,1,322,18/02/2021,5.54,14,"44.50287,11.34863"
15297271,Bright apartment 5min walk from Fair and Old Town,San Donato - San Vitale,Entire home/apt,29,1,55,18/09/2019,0.99,7,"44.50527,11.36606"
15369646,Silenzioso appartamento nel centro della città.,Santo Stefano,Entire home/apt,45,2,323,05/01/2020,5.65,58,"44.4942,11.35644"
15432088,BELLISSIMA STANZA SINGOLA LUMINOSA E SILENZIOSA,Porto - Saragozza,Private room,21,20,1,10/10/2018,0.03,346,"44.4972,11.33206"
15460234,ABITAROOM Wine Mini-flat,Porto - Saragozza,Entire home/apt,85,1,36,07/05/2019,0.68,70,"44.50567,11.34056"
15474049,Mambo/Bologna centro - Room and private bathroom,Porto - Saragozza,Private room,125,2,8,02/04/2019,0.15,179,"44.50161,11.33643"
15519023,room at the fair and for the center of Bologna,San Donato - San Vitale,Private room,50,1,2,18/03/2019,0.03,59,"44.50804,11.36109"
15555710,"ATTIC FLAT,FAIRGROUND,DOWNTOWN,AIRPORT, MOTORWAY",Navile,Entire home/apt,65,4,27,01/09/2019,0.49,301,"44.51203,11.35633"
15595230,Stanza matrimoniale vicino a  fiera e centro,San Donato - San Vitale,Private room,38,1,19,27/09/2017,0.41,179,"44.50443,11.37154"
15612174,"Stanza privata, letto matrimoniale.",Navile,Private room,90,1,124,20/04/2019,2.18,89,"44.51788,11.35446"
15670106,my place for the location end the atmosphere,Porto - Saragozza,Private room,35,2,213,15/12/2019,3.98,259,"44.49978,11.3384"
15714209,low cost bologna 25/30 euro a persona,San Donato - San Vitale,Private room,23,1,3,25/10/2018,0.05,365,"44.48848,11.37582"
15740951,CENTOTRECENTO SUITE,Santo Stefano,Entire home/apt,70,2,212,31/01/2020,3.73,29,"44.50017,11.34989"
15894053,Casa Marta,Navile,Entire home/apt,58,2,66,27/07/2019,1.17,179,"44.53271,11.31406"
15961390,Singola B&B fronte stazione,Porto - Saragozza,Private room,35,1,136,10/01/2018,2.41,180,"44.50538,11.34062"
15963965,Ospedale Rizzoli - Mini appartamento con cucina,Santo Stefano,Entire home/apt,80,3,3,24/08/2018,0.05,65,"44.47415,11.33403"
15983694,Cozy and Bright Mansarda,Porto - Saragozza,Entire home/apt,49,7,62,29/06/2017,1.13,36,"44.4909,11.30931"
16224770,B&B San Vitale seconda camera,San Donato - San Vitale,Private room,70,1,4,13/03/2019,0.18,364,"44.49622,11.358"
16230458,BOLOGNA 坐落于博洛尼亚世界上最古老的大学,Santo Stefano,Private room,60,3,3,01/10/2017,0.11,90,"44.48716,11.35218"
16251536,Appartamento zona Castiglione,Santo Stefano,Entire home/apt,126,2,50,14/12/2019,0.96,192,"44.48732,11.34766"
16263769,Saragozza Apartment 1: Bright and central flat,Porto - Saragozza,Entire home/apt,93,1,167,26/02/2020,3.03,333,"44.49047,11.32698"
16295193,La casa di Marti,Borgo Panigale - Reno,Entire home/apt,60,2,22,17/03/2018,0.41,192,"44.4958,11.30035"
16330106,Luminous and cozy apartment in a green area,Savena,Entire home/apt,45,2,3,28/06/2021,0.32,69,"44.46541,11.36881"
16331848,BED & COOKING STEFANIA,Savena,Private room,45,1,0,,,178,"44.48011,11.38488"
16350706,Casa di Silvia,Santo Stefano,Entire home/apt,49,2,86,28/09/2020,1.63,174,"44.49544,11.35366"
16425979,Liberty,Santo Stefano,Private room,90,1,0,,,365,"44.48183,11.33732"
16434015,Private room in apartment. S.Donato/S.Vitale area,San Donato - San Vitale,Private room,25,3,75,16/02/2019,1.44,284,"44.5011,11.36402"
16440074,B&B Corte Marsala,Santo Stefano,Entire home/apt,70,2,108,27/06/2021,2.34,67,"44.49537,11.347"
16561723,Accogliente e silenzioso monolocale,Borgo Panigale - Reno,Entire home/apt,40,2,163,17/09/2019,2.96,321,"44.50476,11.29931"
16659751,"Casa Felicita, in the green but in the city center",Porto - Saragozza,Entire home/apt,60,30,165,22/01/2020,3.05,0,"44.49223,11.33609"
16684785,St. Stefano's apartament,Santo Stefano,Entire home/apt,65,1,132,27/01/2020,2.48,82,"44.4918,11.3465"
16732534,La Colombina,Santo Stefano,Entire home/apt,69,3,7,02/05/2017,0.13,0,"44.49313,11.34337"
16749743,Galleria Due Agosto Apartments - RED,Porto - Saragozza,Entire home/apt,76,2,3,01/12/2019,0.08,84,"44.50536,11.34304"
16761937,Apartment nearby to the fair,San Donato - San Vitale,Entire home/apt,200,1,5,25/09/2019,0.15,0,"44.50999,11.3617"
16777232,Bologna Camera con bagno vicino a fiera e ospedal,San Donato - San Vitale,Private room,50,1,0,,,365,"44.49121,11.36946"
16807464,Welcome to Alessia and Luca,Santo Stefano,Entire home/apt,225,1,4,01/03/2018,0.08,89,"44.48918,11.33199"
16818125,"Appartamento in palazzo epoca, vista spettacolare",Santo Stefano,Entire home/apt,95,3,144,31/12/2019,2.66,28,"44.49973,11.35215"
16823737,Lovely Apartment nel centro storico di Bologna,Porto - Saragozza,Entire home/apt,65,2,92,06/04/2019,1.7,192,"44.49505,11.33068"
16837491,"Perfect room, a due passi da piazza Maggiore. WiFi",Santo Stefano,Private room,36,2,48,14/11/2020,0.91,313,"44.49202,11.34226"
16848785,Studio Flat in Bologna Town Center,Porto - Saragozza,Entire home/apt,40,2,92,09/01/2020,1.77,180,"44.50061,11.33627"
16855879,Your Holiday in Bologna,Porto - Saragozza,Entire home/apt,52,1,131,20/06/2019,2.42,130,"44.5037,11.3404"
16918806,Da Giò&Giò,Navile,Entire home/apt,60,30,41,21/04/2018,0.78,180,"44.51169,11.35092"
16940402,ABITAROOM Green Room,Navile,Private room,58,1,20,05/05/2018,0.43,72,"44.50735,11.34003"
16940659,ABITAROOM Fume' Room,Navile,Private room,55,1,79,09/10/2018,1.56,64,"44.50871,11.33999"
16993890,Quiet room with private bathroom in city centre,Santo Stefano,Private room,37,2,50,07/03/2019,0.98,9,"44.486485,11.346757"
17081688,Two-room apt. with Balcony in Elegant building,Santo Stefano,Entire home/apt,110,3,0,,,255,"44.49199,11.35334"
17108547,"Downtown, train station and fair! Three in one!",Navile,Entire home/apt,250,1,17,06/05/2018,0.33,0,"44.50889,11.34864"
17147353,Your home in Bologna for sabbaticals and long term,Santo Stefano,Entire home/apt,84,28,4,09/11/2019,0.23,61,"44.48789,11.35392"
17156654,Bologna Suite Greta,Navile,Entire home/apt,93,1,3,25/05/2019,0.06,96,"44.51,11.34985"
17156966,Bologna Suite Olivia,Navile,Entire home/apt,100,1,4,05/06/2019,0.14,125,"44.51022,11.34993"
17432484,Magicahome: grazioso bilocale con cortile privato,Santo Stefano,Entire home/apt,38,2,127,12/06/2021,2.46,129,"44.49925,11.35058"
17445397,"Little House in Bologna, San Donato Area",San Donato - San Vitale,Entire home/apt,34,3,54,14/04/2019,1.07,13,"44.5014,11.37454"
17485973,LOFT IN BOLOGNA FAIR AND HISTORICAL CENTER,Navile,Entire home/apt,39,1,116,06/12/2019,2.21,68,"44.51189,11.35672"
17520115,"Romantic apartment ""il sole""",Santo Stefano,Entire home/apt,93,2,44,15/04/2019,0.85,315,"44.49466,11.34464"
17554061,Lovely central Apartament.,Porto - Saragozza,Entire home/apt,80,2,10,05/11/2017,0.19,353,"44.49734,11.33184"
17613181,cozy apt zona centrale - Aria Condizionata,Porto - Saragozza,Private room,35,2,21,18/10/2019,0.4,304,"44.50046,11.32616"
17725476,BolHouse,Santo Stefano,Entire home/apt,75,2,17,21/11/2019,0.33,144,"44.48483,11.35395"
17746396,Very comfortable and bright double bed room,Borgo Panigale - Reno,Private room,70,1,3,28/09/2019,0.07,91,"44.50849,11.30335"
17765496,Blue Turkish Bedroom with a view,Santo Stefano,Private room,79,5,0,,,89,"44.49441,11.34645"
17898120,AMPIA STANZA PR IN CENTRO/LARGE ROOM IN THE CENTER,Santo Stefano,Private room,60,1,120,09/11/2019,2.3,0,"44.49435,11.35168"
17948060,a quiet corner under medieval towers,Santo Stefano,Entire home/apt,65,2,152,20/06/2019,2.98,192,"44.49382,11.34931"
18052969,private room from Bologna fair,San Donato - San Vitale,Private room,18,1,259,06/03/2020,5.26,72,"44.509,11.36084"
18083250,8 Colonne Apartments - Tosca,Porto - Saragozza,Entire home/apt,88,2,4,17/03/2019,0.08,292,"44.49701,11.33602"
18151657,8 Colonne Apartments - Niccolò,Porto - Saragozza,Entire home/apt,82,2,2,17/03/2019,0.07,325,"44.49701,11.33602"
18190423,Magnifico 130mq+balcone nel centro di Bologna81368 - 09e3628a,Santo Stefano,Entire home/apt,27,1,3,30/09/2017,0.17,1,"44.50065,11.34945"
18207117,Ampio 100mq a pochi passi da Piazza Maggiore 81374 - 09e362ad,Porto - Saragozza,Entire home/apt,39,1,0,,,1,"44.49983,11.34181"
18240110,Bologna Rialto,Santo Stefano,Entire home/apt,50,2,76,06/06/2021,1.63,129,"44.48799,11.35045"
18319240,Fondazza 79 Design close to Giardini Margherita,Santo Stefano,Entire home/apt,164,1,90,30/11/2019,1.77,229,"44.487762,11.35382"
18497249,Mascarella House Bologna,Santo Stefano,Entire home/apt,60,2,37,23/09/2019,0.93,46,"44.498608,11.34904"
18502942,Stanza matrimoniale & Cooking class,Navile,Private room,31,2,35,21/05/2018,0.7,81,"44.51653,11.34886"
18584722,l'8Boutique design apartments 8-02,Porto - Saragozza,Entire home/apt,108,2,6,28/10/2017,0.47,306,"44.49931,11.34367"
18653742,Monolocale in Via del Pratello WiFi,Porto - Saragozza,Entire home/apt,50,5,29,29/09/2018,0.59,77,"44.49565,11.33659"
18785022,Maison Juliette N.4 Serena,Porto - Saragozza,Private room,73,1,1,18/11/2019,0.05,89,"44.49723,11.33252"
18785386,Maison Juliette N.5 Virtuosa,Porto - Saragozza,Private room,68,1,12,10/11/2019,0.56,365,"44.49784,11.33076"
18789510,La casa del Borgo - stanza matrimoniale,Borgo Panigale - Reno,Private room,9,1,24,08/08/2018,0.48,0,"44.52272,11.26408"
18820712,Apartment Carracci - high speed ttrain station,Navile,Entire home/apt,40,10,102,24/08/2019,2.05,80,"44.50735,11.34346"
18825426,Pratello Antico,Porto - Saragozza,Entire home/apt,50,3,79,27/08/2020,1.69,96,"44.49582,11.32889"
18848617,Camera privata n. 2  JAB tra le colline Bolognesi,Savena,Private room,60,1,6,15/03/2019,0.14,179,"44.46064,11.36674"
18851236,Bolognamania Apartments - Prime,Porto - Saragozza,Entire home/apt,66,2,26,21/04/2019,0.52,46,"44.50433,11.31304"
18866689,"Little Donkey Suite, lovely and safe design studio",Santo Stefano,Entire home/apt,60,2,155,07/07/2021,3.37,40,"44.5022,11.35174"
18913791,Appartamento 4 posti letto in prima periferia,Navile,Entire home/apt,60,3,26,21/03/2019,0.53,25,"44.53083,11.35321"
18926100,The Artist Space,Porto - Saragozza,Entire home/apt,80,3,8,25/11/2019,0.43,75,"44.502,11.33417"
19008098,Zaccani Home,Santo Stefano,Entire home/apt,46,1,322,15/12/2019,6.56,114,"44.48272,11.34882"
19034604,Studio porta San Vitale,San Donato - San Vitale,Entire home/apt,30,25,65,28/12/2019,1.35,0,"44.49334,11.35951"
19061550,Top floor few steps from Two Towers/Piazza Maggiore,Santo Stefano,Entire home/apt,79,1,19,23/05/2019,0.44,0,"44.4944,11.34897"
19083588,Appartamento vicino al centro - Aria condizionata,Porto - Saragozza,Entire home/apt,51,2,14,31/10/2020,0.3,304,"44.50156,11.32539"
19111119,The Nest,Santo Stefano,Entire home/apt,56,2,86,22/02/2020,1.74,93,"44.49948,11.34462"
19155779,Wood & Love home  in Bolognina,Navile,Entire home/apt,80,5,4,02/01/2019,0.08,88,"44.51905,11.35194"
19219087,Gli Asinelli sul comò,San Donato - San Vitale,Entire home/apt,102,2,3,22/09/2017,0.06,0,"44.50027,11.35645"
19238061,room with bathroom entrance and private parking,Navile,Private room,27,1,126,27/08/2019,2.71,86,"44.51919,11.3404"
19355002,San Vitale 36 - Luxury apartment,Santo Stefano,Entire home/apt,100,4,1,24/12/2017,0.02,321,"44.49383,11.3493"
19362544,Borgo Orfeo quiet & bright in a lively area,Santo Stefano,Entire home/apt,54,5,63,01/03/2020,1.33,37,"44.48676,11.34966"
19409234,Chic House - apartment close to Piazza Maggiore,Santo Stefano,Entire home/apt,69,2,88,14/02/2020,1.84,201,"44.49419,11.34416"
19419134,Appartamento Stazione Centrale,Navile,Entire home/apt,40,7,6,13/09/2018,0.16,86,"44.50735,11.34128"
19429883,Modern 1bdr w/balcony in the city centre 81466 - 09e362cc - 09e362cc,Porto - Saragozza,Entire home/apt,30,1,2,01/07/2018,0.08,0,"44.50044,11.33937"
19672460,"Three-room, 2 bedroom YOUR STAY IN BOLOGNA CENTER!",Porto - Saragozza,Entire home/apt,212,3,1,15/09/2017,0.02,0,"44.49739,11.33222"
19679954,Almarossa 55 - THE LOFT!,Santo Stefano,Entire home/apt,114,2,0,,,293,"44.49874,11.35138"
19713281,Vicolo Bianco Smart Apartment,Savena,Entire home/apt,110,3,5,31/10/2018,0.18,333,"44.48264,11.37994"
19714631,Gabriella's House,Savena,Entire home/apt,200,1,125,22/11/2018,2.65,0,"44.45652,11.36854"
19789193,APARTMENT 5 MINUTES FROM THE CENTER,San Donato - San Vitale,Entire home/apt,180,1,0,,,0,"44.50078,11.36007"
19820308,"Audrey Hapburn, Via S. Felice the HEART OF BOLOGNA",Porto - Saragozza,Entire home/apt,182,3,0,,,91,"44.49739,11.33222"
19841773,La casa a colori,Navile,Entire home/apt,70,1,4,18/03/2019,0.1,363,"44.54023,11.35645"
19924378,UR-NEST Strada Maggiore - Cesare Mattei Palace,Santo Stefano,Entire home/apt,272,2,23,21/12/2019,0.58,307,"44.49204,11.35241"
19937573,Central suite with private entrance and garden,Porto - Saragozza,Entire home/apt,79,1,13,15/07/2019,0.32,156,"44.49338,11.32018"
19938355,"Appartamento Ines, nel centro di Bologna",Santo Stefano,Entire home/apt,65,1,172,20/01/2021,3.58,9,"44.49457,11.34765"
19964201,UR-NEST Vestri - Luxury Collection,San Donato - San Vitale,Entire home/apt,223,2,3,28/09/2018,0.12,347,"44.50658,11.35684"
19981192,SILENZIOSA E LUMINOSA CAMERA IN CENTRO,Porto - Saragozza,Private room,22,14,2,30/09/2020,1.13,350,"44.49307,11.33774"
20073799,Steam House - Room & Breakfast - Loft Victoria,Santo Stefano,Hotel room,125,1,1,18/04/2021,0.35,232,"44.4989,11.34953"
20091798,La casa del Borgo - stanza singola +1,Borgo Panigale - Reno,Private room,9,3,3,12/11/2017,0.07,0,"44.52285,11.26283"
20262666,Steam House - Room & Breakfast - Suite Wonderland,Santo Stefano,Hotel room,115,1,1,16/05/2021,0.52,231,"44.49868,11.34936"
20386719,Eclettico appartamento dall'anima artistica nel centro di Bologna,Porto - Saragozza,Entire home/apt,119,2,31,13/05/2021,2.54,297,"44.49931,11.34367"
20387252,l'8Boutique design apartments 8-08,Porto - Saragozza,Entire home/apt,104,2,0,,,293,"44.49931,11.34367"
20462679,Dalla signora Cesira,Porto - Saragozza,Private room,55,2,27,29/09/2019,0.84,0,"44.49347,11.33824"
20551478,Bright and Comfortable in Historical Bologna,Santo Stefano,Entire home/apt,78,3,34,13/08/2019,0.78,47,"44.49108,11.35351"
20579464,Beautiful flat in Bologna historical centre,Porto - Saragozza,Entire home/apt,85,1,11,08/04/2019,0.27,0,"44.49183,11.33626"
20611415,Sunny flat close to Piazza Maggiore and station,Porto - Saragozza,Entire home/apt,70,20,6,30/09/2020,0.19,269,"44.50116,11.3354"
20621631,Bologna Porta Saragozza & San Luca,Porto - Saragozza,Entire home/apt,43,3,42,10/07/2019,0.92,61,"44.49084,11.31634"
20623131,Bologna Porta Lame,Porto - Saragozza,Entire home/apt,43,3,67,25/07/2019,1.43,80,"44.5028,11.33157"
20628063,"Sleep & Fly 1, zona areoporto",Borgo Panigale - Reno,Private room,62,1,31,28/01/2018,0.69,1,"44.52156,11.29299"
20660040,VILLETTA POIS,Savena,Private room,45,1,31,30/09/2019,0.77,271,"44.4761,11.3963"
20702033,I 4 GATTI Bologna Guesthouse. Single room,Porto - Saragozza,Private room,50,1,3,20/03/2018,0.07,180,"44.49071,11.32875"
20705756,Il Giardino Nascosto,Santo Stefano,Entire home/apt,50,2,40,27/09/2019,0.86,296,"44.48669,11.3464"
20755409,Letto castello/bunkbed per una o due persone,Porto - Saragozza,Shared room,14,1,79,01/06/2019,1.69,85,"44.49769,11.32024"
20755806,"The Color Room @ GrayHouse, from 1 to 4 single bed",San Donato - San Vitale,Private room,35,1,25,03/12/2018,0.58,69,"44.50913,11.37623"
20765399,ASTORIA SUITE APARTMENTS 3,Porto - Saragozza,Entire home/apt,105,1,12,03/01/2018,0.26,0,"44.5033,11.33722"
20779962,Saragozza Apartment 5: Bright and central flat,Porto - Saragozza,Entire home/apt,63,1,78,01/07/2020,1.74,337,"44.49047,11.32698"
20790044,UR-NEST San Felice,Porto - Saragozza,Entire home/apt,148,2,1,31/03/2020,0.06,178,"44.49607,11.33608"
20799750,Umarell House 1,Porto - Saragozza,Entire home/apt,69,1,10,30/09/2018,0.21,228,"44.50393,11.33594"
20808577,The Green Room,Porto - Saragozza,Private room,32,2,106,12/11/2019,2.59,0,"44.50018,11.34024"
20827807,Silenzioso appartamento sui tetti del centro con grande privacy e arte scelta,Santo Stefano,Entire home/apt,111,2,41,22/06/2021,1.04,263,"44.49931,11.34586"
20829085,L'8Boutique Design Apartments: 8-05,Santo Stefano,Entire home/apt,108,2,3,31/05/2018,0.07,285,"44.49931,11.34586"
20845848,Luxury Studio in Palazzo Bocchi,Santo Stefano,Entire home/apt,63,2,21,01/10/2020,0.45,31,"44.49653,11.34474"
20874535,Matrimoniale  per una persona,San Donato - San Vitale,Private room,35,1,45,30/06/2019,0.99,365,"44.49427,11.36797"
20910505,Casa Fatima,San Donato - San Vitale,Private room,40,1,9,20/10/2019,0.22,363,"44.49217,11.37725"
20911030,★ Spacious & Clean Apt Under the Towers ★,Santo Stefano,Entire home/apt,70,2,7,23/11/2017,0.19,171,"44.49551,11.34733"
20912420,Newly Renovated Apartment in Bologna's ❤,Santo Stefano,Entire home/apt,77,1,15,02/09/2019,0.55,166,"44.49842,11.34451"
20951881,Blue room,Santo Stefano,Private room,99,1,18,23/09/2019,0.45,363,"44.49716,11.34796"
20970442,Corte,Santo Stefano,Entire home/apt,300,2,2,26/09/2018,0.05,359,"44.49303,11.35084"
20989974,Botanical Studio in Bologna's center,Santo Stefano,Entire home/apt,54,3,118,30/06/2019,2.63,320,"44.48766,11.35053"
21018728,Maison della Fiera,Navile,Entire home/apt,250,4,3,08/09/2018,0.07,90,"44.51302,11.35252"
21020953,"Bibiena Lodge, modern apartment in the center",Santo Stefano,Entire home/apt,57,3,23,26/06/2018,0.59,12,"44.49655,11.35102"
21038242,Luminosa e silenziosa camera singola,San Donato - San Vitale,Private room,45,1,10,13/05/2019,0.22,83,"44.49206,11.37938"
21144911,MAISON BI-Saragozza-Breakfast in Bed,Porto - Saragozza,Private room,60,2,1,13/03/2018,0.02,313,"44.49176,11.32028"
21172359,Cozy Guest Room close to downtown,Santo Stefano,Entire home/apt,40,2,109,25/10/2019,2.43,352,"44.47756,11.3358"
21181453,Casa Bella Marconi - City Centre,Porto - Saragozza,Entire home/apt,650,1,43,03/08/2020,1.28,0,"44.4995,11.33898"
21214025,Historical and Luxury Apartment,Santo Stefano,Entire home/apt,67,2,26,01/07/2019,0.64,168,"44.48729,11.34209"
21231177,Mago Zurli' - New Apartment Full Comfort with Box,Navile,Entire home/apt,59,1,1,15/03/2018,0.02,62,"44.53279,11.34868"
21251724,Tellera - Casa di Ricky,Borgo Panigale - Reno,Entire home/apt,55,2,40,16/05/2019,0.96,159,"44.49985,11.29564"
21300063,Stanza privata vicino ospedale Sant'Orsola,Santo Stefano,Private room,35,1,8,28/03/2018,0.18,362,"44.48278,11.37232"
21375696,Appartamento Rialto,Santo Stefano,Entire home/apt,49,21,63,22/06/2018,1.39,0,"44.48844,11.35026"
21378171,private room in the very center of Bologna,Santo Stefano,Private room,21,5,32,08/10/2020,0.84,82,"44.49602,11.34741"
21528478,Low Cost Room In The Old City Center,Santo Stefano,Private room,29,2,0,,,177,"44.49569,11.34852"
21543447,Fast Internet Apartment - Fiera District,Navile,Entire home/apt,42,3,60,11/05/2019,1.38,64,"44.51591,11.35201"
21631480,HOUSE KATIA ( A DUE PASSI DA VILLA LAURA),Savena,Entire home/apt,50,1,23,22/06/2019,0.52,0,"44.47844,11.38245"
21720324,Lovely 1bdr x 3 in the centre of Bologna 81903,Santo Stefano,Entire home/apt,11,1,2,29/11/2018,0.06,1,"44.48729,11.35316"
21725278,La tranquillità in piena città,Navile,Entire home/apt,65,3,17,06/01/2020,0.42,317,"44.51681,11.34261"
21796782,Loft a Bologna,Santo Stefano,Entire home/apt,44,2,48,01/11/2020,1.18,107,"44.4896,11.35345"
21807413,Arco del Meloncello,Porto - Saragozza,Entire home/apt,45,2,59,27/10/2019,1.34,0,"44.49011,11.30847"
21809813,LA MANSARDA,Navile,Entire home/apt,100,1,2,24/09/2018,0.05,270,"44.50768,11.35147"
21833989,CASA NORMA,Santo Stefano,Entire home/apt,30,7,76,08/04/2019,1.73,15,"44.48824,11.3522"
21866263,Appartamento in Centro Bologna,Santo Stefano,Entire home/apt,60,2,135,24/06/2019,3.07,80,"44.49294,11.35662"
21887499,Oberdan Apartment,Santo Stefano,Entire home/apt,77,2,4,04/10/2020,0.1,338,"44.49806,11.34613"
21947539,Mascarella Apartment,Santo Stefano,Entire home/apt,50,2,11,27/09/2019,0.28,117,"44.49768,11.3483"
21974676,"Azeglio apartment, neighboring Piazza Maggiore",Santo Stefano,Entire home/apt,230,2,65,05/11/2019,1.51,120,"44.49447,11.34328"
21987844,Appartamento su due piani con affaccio sul Portico dei Servi,Santo Stefano,Entire home/apt,120,2,2,18/03/2018,0.05,345,"44.49096,11.35285"
21993003,UR-NEST Massarenti A,San Donato - San Vitale,Entire home/apt,1425,2,1,30/03/2018,0.02,0,"44.49336,11.38149"
